436711090999660545	1160520883	16	18	you	lang1
436711090999660545	1160520883	20	23	what	lang1
436711090999660545	1160520883	25	27	you	lang1
436711090999660545	1160520883	29	32	Need	lang1
436711090999660545	1160520883	34	35	to	lang1
436711090999660545	1160520883	37	38	be	lang1
436711090999660545	1160520883	39	41	...	other
436711090999660545	1160520883	43	45	but	lang1
436711090999660545	1160520883	47	48	it	lang1
436711090999660545	1160520883	49	50	's	lang1
436711090999660545	1160520883	52	53	up	lang1
436711090999660545	1160520883	55	56	to	lang1
436711090999660545	1160520883	58	60	you	lang1
436711090999660545	1160520883	62	63	to	lang1
436711090999660545	1160520883	65	70	choose	lang1
436711090999660545	1160520883	72	75	what	lang1
436711090999660545	1160520883	77	79	You	lang1
436711090999660545	1160520883	81	84	Want	lang1
436711090999660545	1160520883	86	87	to	lang1
436711090999660545	1160520883	89	90	be	lang1
436711090999660545	1160520883	91	92	:)	other
437446886383812608	1160520883	0	9	@Damaariz_	other
437446886383812608	1160520883	11	31	#stopmexicangirls2014	lang1
437446886383812608	1160520883	33	35	lol	lang1
437447666486624257	1160520883	0	9	@Damaariz_	other
437447666486624257	1160520883	11	15	lmfao	lang1
437447666486624257	1160520883	17	18	xD	other
437817125160251392	1160520883	0	4	Tired	lang1
437817125160251392	1160520883	5	5	.	other
437817201672728577	1160520883	0	4	Today	lang1
437817201672728577	1160520883	6	8	was	lang1
437817201672728577	1160520883	10	12	fun	lang1
437817201672728577	1160520883	13	13	!	other
437826733731897346	1160520883	0	3	Work	lang1
437826733731897346	1160520883	5	12	Tomorrow	lang1
437826733731897346	1160520883	13	13	!	other
437826733731897346	1160520883	15	16	10	other
437826733731897346	1160520883	18	21	days	lang1
437826733731897346	1160520883	23	26	till	lang1
437826733731897346	1160520883	28	33	payday	lang1
437826733731897346	1160520883	34	34	!	other
437826733731897346	1160520883	35	36	;)	other
439420285779861504	772064250	0	0	🙌	other
439420285779861504	772064250	2	2	🙌	other
439420285779861504	772064250	4	4	🙌	other
